Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
2.0625,-1.8125,-1.125,-0.01123047,0.01513672,0.9868164,0.08154297,-0.06542969,-0.1621094
1.25,-1.375,-0.9375,-0.02685547,-0.003417969,0.9321289,0.08154297,-0.06542969,-0.1621094
1.8125,-2.25,-0.3125,-0.03076172,0.01513672,0.9633789,0.08496094,-0.06542969,-0.1591797
1.875,-2.5625,-0.8125,-0.02685547,0.01513672,0.9516602,0.08496094,-0.06542969,-0.1591797
1.375,-2.8125,-0.1875,-0.01123047,0.03076172,0.9399414,0.08496094,-0.06542969,-0.1591797
1,-2.25,-0.25,-0.007324219,0.03857422,0.9594727,0.08837891,-0.06298828,-0.1630859
1.8125,-2.4375,0.0625,-0.003417969,0.01513672,0.9282227,0.08837891,-0.06298828,-0.1630859
2.125,-3.1875,-0.375,-0.01904297,0.05029297,0.9399414,0.08837891,-0.06298828,-0.1630859
1.75,-3.5625,0,-0.01513672,0.03076172,0.9399414,0.08740234,-0.06884766,-0.1591797
0.625,-3.125,-0.25,-0.007324219,0.01123047,0.9594727,0.08740234,-0.06884766,-0.1591797
1.5625,-3.4375,-0.625,0.003417969,0.01513672,0.9594727,0.08740234,-0.06884766,-0.1591797
1.375,-4,-1,-0.01513672,0.03466797,0.9282227,0.08740234,-0.06884766,-0.1591797
1.625,-5.375,-1.4375,-0.01123047,0.03076172,0.9672852,0.09521484,-0.07128906,-0.1645508
2.4375,-5.125,-1.125,-0.01123047,0.02685547,0.9594727,0.09521484,-0.07128906,-0.1645508
2.1875,-5.9375,-1.625,-0.01513672,0.01513672,0.9555664,0.09521484,-0.07128906,-0.1645508
2.5,-7.125,-2.25,-0.01513672,0.02685547,0.9477539,0.08251953,-0.06298828,-0.1606445
1.8125,-7.75,-1.8125,-0.03076172,0.01513672,0.9672852,0.08251953,-0.06298828,-0.1606445
3.625,-9,-2.625,0,0.03466797,0.9711914,0.08251953,-0.06298828,-0.1606445
3.8125,-9.8125,-2.4375,-0.02294922,0.03076172,0.9477539,0.09179688,-0.07226563,-0.1577148
3.1875,-11.3125,-1.5,-0.03466797,0.01513672,0.9868164,0.09179688,-0.07226563,-0.1577148
3.8125,-12.875,-2.0625,0.003417969,0.02685547,0.9711914,0.09179688,-0.07226563,-0.1577148
3.4375,-13.4375,-2.125,-0.03076172,0.02294922,0.9711914,0.09179688,-0.07226563,-0.1577148
3.75,-14.4375,-1.75,-0.003417969,0.007324219,0.9672852,0.09179688,-0.07226563,-0.1577148
3.6875,-14.75,-2,-0.007324219,0.04248047,0.9829102,0.09179688,-0.07226563,-0.1577148
4,-15.25,-2.75,-0.01513672,0.04638672,0.9829102,0.09179688,-0.07226563,-0.1577148
3.625,-14.75,-2.75,0.003417969,0.02685547,0.9829102,0.08837891,-0.06298828,-0.1704102
4.5625,-15.375,-4,0.003417969,0.06201172,0.9868164,0.08837891,-0.06298828,-0.1704102
4.6875,-15.4375,-4.8125,0.01513672,0.04638672,0.9907227,0.08837891,-0.06298828,-0.1704102
4.9375,-15.875,-6.8125,0.05419922,0.07373047,0.9829102,0.0859375,-0.06884766,-0.1621094
7.4375,-16.25,-7.375,0.05419922,0.06201172,0.9829102,0.0859375,-0.06884766,-0.1621094
8.5625,-15.125,-9.6875,0.02685547,0.06201172,0.9829102,0.0859375,-0.06884766,-0.1621094
10.4375,-14.125,-10.8125,0.02294922,0.04248047,1.013672,0.0859375,-0.06884766,-0.1621094
11.125,-13.9375,-12.8125,0,0.06591797,0.9946289,0.0859375,-0.06884766,-0.1621094
12.5625,-14.5,-13.8125,0.03857422,0.05029297,0.9985352,0.0859375,-0.06884766,-0.1621094
13.6875,-14.3125,-15.25,0.03076172,0.05029297,1.013672,0.0859375,-0.06884766,-0.1621094
14.5625,-14.625,-16.3125,0.01123047,0.03076172,0.9985352,0.08251953,-0.06396484,-0.1621094
15.1875,-14.375,-17.1875,0.01513672,0.03857422,0.9868164,0.08251953,-0.06396484,-0.1621094
16.5,-13.8125,-18.125,0.01123047,0.07373047,0.9946289,0.08251953,-0.06396484,-0.1621094
16.3125,-14.25,-19.5625,0.003417969,0.04248047,0.9711914,0.08740234,-0.06884766,-0.1547852
16.25,-13.875,-19.4375,0.02685547,-0.007324219,0.9868164,0.08740234,-0.06884766,-0.1547852
17,-15.375,-18.9375,-0.05810547,0.05419922,0.9907227,0.08740234,-0.06884766,-0.1547852
15,-20.125,-18.75,0.003417969,0.04638672,1.005859,0.08984375,-0.06396484,-0.1621094
16,-21.1875,-18.3125,0.05029297,0.02685547,0.9829102,0.08984375,-0.06396484,-0.1621094
15.375,-21.6875,-19.25,0.07373047,0.03466797,0.9829102,0.08984375,-0.06396484,-0.1621094
11.5,-24,-18.375,0.07373047,0.003417969,0.9672852,0.08984375,-0.06396484,-0.1621094
12.75,-23.9375,-19.375,0.07373047,0.007324219,0.9672852,0.09521484,-0.05712891,-0.1533203
9.875,-27.3125,-19,0.04638672,0.01513672,0.9399414,0.09521484,-0.05712891,-0.1533203
8.5625,-30.75,-19.8125,0.09716797,0.04638672,0.9750977,0.09521484,-0.05712891,-0.1533203
7.8125,-33.375,-20.125,0.1166992,0.03857422,0.9477539,0.09326172,-0.06298828,-0.1606445
7.5,-36.9375,-20.5,0.175293,0.02294922,0.9516602,0.09326172,-0.06298828,-0.1606445
8.8125,-36.1875,-22.5,0.1557617,0.03857422,0.9008789,0.09326172,-0.06298828,-0.1606445
7.125,-38.75,-21.1875,0.144043,0.05029297,0.9711914,0.09326172,-0.06054688,-0.1533203
7.6875,-41.9375,-20.9375,0.1518555,0.01513672,0.9829102,0.09326172,-0.06054688,-0.1533203
9.25,-40.3125,-20.25,0.159668,0.04638672,1.033203,0.09326172,-0.06054688,-0.1533203
11.5625,-35.25,-20.375,0.128418,-0.02294922,0.9829102,0.09326172,-0.06054688,-0.1533203
13.75,-33.1875,-18.5,0.2924805,0.112793,1.267578,0.09423828,-0.06640625,-0.1523438
19.0625,-18.3125,-11.6875,0.2768555,0.4716797,1.552246,0.09423828,-0.06640625,-0.1523438
46.375,-6.3125,21.1875,0.4052734,0.159668,1.575684,0.09423828,-0.06640625,-0.1523438
36.625,106.3125,42.5,1.044922,-0.1831055,1.076172,0.08398438,-0.06054688,-0.1606445
59.3125,230.8125,15.3125,0.7680664,0.03857422,1.466309,0.08398438,-0.06054688,-0.1606445
44.1875,286.75,6.3125,0.1635742,0.175293,1.638184,0.08398438,-0.06054688,-0.1606445
20.6875,330.1875,7.6875,0.5498047,0.1323242,1.774414,0.09326172,-0.06298828,-0.1533203
11.125,431.25,11.9375,2.043457,0.206543,1.833008,0.09326172,-0.06298828,-0.1533203
-10.3125,538.625,14.5625,4.200684,0.2573242,1.111328,0.09326172,-0.06298828,-0.1533203
-18,597.125,0.625,0.5146484,-1.013672,2.023926,0.09326172,-0.06298828,-0.1533203
40.9375,600.375,11.375,-0.4521484,-0.6704102,1.606934,0.09326172,-0.06298828,-0.1533203
4.1875,514.875,51.5,-1.205078,0.5224609,1.805664,0.09326172,-0.06298828,-0.1533203
32.9375,576.1875,45.0625,0,0.2104492,1.42334,0.09326172,-0.06298828,-0.1533203
28.1875,639.5625,47.5625,0.7836914,0.5185547,2.702637,0.112793,-0.06298828,-0.1157227
-14.6875,711.3125,36.125,2.433594,0.5810547,2.351563,0.112793,-0.06298828,-0.1157227
24.3125,779,35.1875,2.585938,-0.3779297,1.797852,0.112793,-0.06298828,-0.1157227
18,823.6875,43.3125,3.104492,-0.1948242,2.090332,0.1025391,-0.07128906,-0.09912109
36.6875,932.5625,47.625,2.074707,-0.003417969,2.921387,0.1025391,-0.07128906,-0.09912109
18,995.75,39.125,1.774414,0.3623047,1.232422,0.1025391,-0.07128906,-0.09912109
36.25,1040.313,17.5625,1.587402,0.2924805,1.322266,0.1025391,-0.07128906,-0.09912109
48.0625,1115.125,4.0625,1.513184,0.1323242,1.497559,0.1025391,-0.07128906,-0.09912109
64.5,1171.438,-13,2.378906,0.2573242,0.190918,0.1025391,-0.07128906,-0.09912109
35.3125,1202,-13.625,2.187988,0.01513672,0.9360352,0.1025391,-0.07128906,-0.09912109
45.6875,1256.125,-3.6875,1.197266,-0.2651367,1.493652,0.1186523,-0.07470703,-0.03222656
37.6875,1388.813,7.1875,-0.4912109,0.2768555,1.645996,0.1186523,-0.07470703,-0.03222656
-122.75,1477.688,-50.1875,-1.891602,0.7758789,2.398438,0.1186523,-0.07470703,-0.03222656
-147.5625,1012.313,17.25,-7.067383,-1.938477,3.229492,0.1010742,-0.06884766,0.01074219
-52.5625,494.4375,-19.625,-4.14209,1.068359,4.103027,0.1010742,-0.06884766,0.01074219
-34.375,180.5625,-66.75,-2.390625,0.4169922,3.077148,0.1010742,-0.06884766,0.01074219
-60.75,16.625,-58.25,-0.2182617,-0.9399414,3.63916,0.1025391,-0.06982422,0.01757813
-21.5625,-27.125,-85.4375,0.4873047,-0.4208984,3.978516,0.1025391,-0.06982422,0.01757813
14.375,-53.875,-117.8125,0.6630859,-0.1791992,3.896484,0.1025391,-0.06982422,0.01757813
20.25,-86.9375,-129,0.4677734,-0.237793,3.592285,0.1025391,-0.06982422,0.01757813
35.375,-138.1875,-124.25,0.4794922,-0.1206055,2.862793,0.1142578,-0.078125,0.004882813
36.3125,-170.8125,-116.5,0.7016602,-0.07373047,2.445313,0.1142578,-0.078125,0.004882813
34.5,-185.9375,-111.375,0.6782227,0.01904297,2.059082,0.1142578,-0.078125,0.004882813
34.9375,-196.4375,-115.6875,0.6240234,0.03857422,1.856445,0.1245117,-0.07714844,-0.007324219
41.4375,-199.25,-123.4375,0.6240234,0.03466797,1.676758,0.1245117,-0.07714844,-0.007324219
39.125,-194.25,-128.5625,0.5615234,0.01123047,1.251953,0.1245117,-0.07714844,-0.007324219
38.0625,-190.4375,-131,0.5146484,0.05029297,0.9165039,0.1337891,-0.08398438,-0.009765625
38.75,-186.6875,-132.75,0.4873047,0.1323242,0.7719727,0.1337891,-0.08398438,-0.009765625
33.625,-182.375,-130.875,0.4169922,0.253418,0.5771484,0.1337891,-0.08398438,-0.009765625
28.9375,-178.75,-129,0.4287109,0.2963867,0.4677734,0.1337891,-0.08398438,-0.009765625
25.75,-171.75,-125.875,0.4169922,0.3237305,0.4521484,0.1513672,-0.08642578,-0.02099609
20.6875,-163.75,-120.125,0.3701172,0.4287109,0.4365234,0.1513672,-0.08642578,-0.02099609
13.5625,-157.75,-115.125,0.3276367,0.5380859,0.4560547,0.1513672,-0.08642578,-0.02099609
4.75,-156.6875,-108.6875,0.2416992,0.5654297,0.4951172,0.1689453,-0.08740234,-0.02246094
-4.625,-159.3125,-100.4375,0.206543,0.5966797,0.5537109,0.1689453,-0.08740234,-0.02246094
-11.25,-165.5625,-94.75,0.175293,0.6123047,0.6665039,0.1689453,-0.08740234,-0.02246094
-19.125,-172.9375,-88.5,0.175293,0.6552734,0.7329102,0.1699219,-0.09179688,-0.02636719
-24.25,-179.625,-82.0625,0.1518555,0.6938477,0.8657227,0.1699219,-0.09179688,-0.02636719
-29.4375,-187.375,-73.4375,0.1401367,0.7290039,0.9633789,0.1699219,-0.09179688,-0.02636719
-32.875,-194.5,-64.6875,0.08544922,0.6938477,1.005859,0.1699219,-0.09179688,-0.02636719
-34.4375,-202.625,-56.0625,0.03857422,0.7368164,1.044922,0.1699219,-0.09179688,-0.02636719
-35.0625,-210.6875,-47.0625,0.03076172,0.7485352,1.048828,0.1699219,-0.09179688,-0.02636719
-34.8125,-218.625,-39.875,0.01513672,0.7055664,1.087891,0.1699219,-0.09179688,-0.02636719
-34.0625,-226.0625,-32.6875,-0.01123047,0.7094727,1.134766,0.1713867,-0.09765625,-0.06298828
-33.375,-234.4375,-25.25,-0.03466797,0.6860352,1.138672,0.1713867,-0.09765625,-0.06298828
-31.8125,-242.5625,-18.625,-0.08935547,0.6630859,1.150391,0.1713867,-0.09765625,-0.06298828
-30.3125,-250.8125,-11.5625,-0.1518555,0.6396484,1.173828,0.1748047,-0.09423828,-0.07958984
-28.0625,-260.875,-5.5625,-0.1518555,0.6630859,1.150391,0.1748047,-0.09423828,-0.07958984
-26.5625,-270.3125,0.0625,-0.1948242,0.6240234,1.126953,0.1748047,-0.09423828,-0.07958984
-24.1875,-277,4.6875,-0.1987305,0.5927734,1.115234,0.1748047,-0.09423828,-0.07958984
-21.125,-284.125,9.375,-0.1987305,0.6044922,1.099609,0.1748047,-0.09423828,-0.07958984
-18.5625,-290.625,13.25,-0.2416992,0.5498047,1.095703,0.1748047,-0.09423828,-0.07958984
-15.0625,-296.5,17.5,-0.2729492,0.5029297,1.044922,0.1748047,-0.09423828,-0.07958984
-11.6875,-302.25,21,-0.2729492,0.4794922,1.052734,0.1689453,-0.1025391,-0.1074219
-7.8125,-306.3125,23.0625,-0.2729492,0.4404297,1.021484,0.1689453,-0.1025391,-0.1074219
-3.3125,-309.75,25.8125,-0.3081055,0.3779297,1.009766,0.1689453,-0.1025391,-0.1074219
1.625,-312.8125,27.375,-0.331543,0.3623047,0.9868164,0.1582031,-0.1049805,-0.128418
5.8125,-315.5,28.0625,-0.3427734,0.2885742,0.9555664,0.1582031,-0.1049805,-0.128418
10.4375,-317,29.375,-0.3505859,0.2495117,0.9008789,0.1582031,-0.1049805,-0.128418
14.5625,-318.625,28.875,-0.3896484,0.222168,0.9125977,0.1455078,-0.1010742,-0.1464844
19,-318,28.375,-0.4013672,0.1635742,0.9008789,0.1455078,-0.1010742,-0.1464844
21.5,-317.5,26.5,-0.4365234,0.1010742,0.9438477,0.1455078,-0.1010742,-0.1464844
24,-317.125,25.375,-0.5185547,0.06201172,0.9438477,0.1455078,-0.1010742,-0.1464844
26.6875,-315.1875,23.3125,-0.5263672,-0.07373047,0.9399414,0.1420898,-0.1035156,-0.1630859
31.1875,-312.625,17.375,-0.4873047,-0.1870117,0.9516602,0.1420898,-0.1035156,-0.1630859
36.0625,-307.3125,9.1875,-0.4326172,-0.2182617,0.9829102,0.1420898,-0.1035156,-0.1630859
39.5,-300.875,-0.0625,-0.4990234,-0.2573242,0.9750977,0.1245117,-0.1000977,-0.1816406
41,-298.0625,-8.125,-0.5107422,-0.2612305,0.9399414,0.1245117,-0.1000977,-0.1816406
45.1875,-295.0625,-16.25,-0.5498047,-0.284668,0.9321289,0.1245117,-0.1000977,-0.1816406
49.4375,-293.375,-23.1875,-0.6044922,-0.2495117,1.025391,0.1118164,-0.1035156,-0.1899414
56.125,-289.3125,-29.1875,-0.6318359,-0.253418,1.060547,0.1118164,-0.1035156,-0.1899414
62.625,-287.0625,-35.125,-0.6665039,-0.2416992,1.083984,0.1118164,-0.1035156,-0.1899414
72.125,-283.4375,-39.625,-0.7055664,-0.206543,1.150391,0.1118164,-0.1035156,-0.1899414
78.75,-280.9375,-43.125,-0.7211914,-0.2182617,1.181641,0.09765625,-0.09423828,-0.1953125
85.875,-278.0625,-45.625,-0.7211914,-0.1831055,1.197266,0.09765625,-0.09423828,-0.1953125
89,-274.25,-47.3125,-0.7602539,-0.1635742,1.224609,0.09765625,-0.09423828,-0.1953125
93.25,-272,-47.8125,-0.7797852,-0.1166992,1.244141,0.08398438,-0.09423828,-0.199707
94.0625,-270.1875,-48.25,-0.7797852,-0.1088867,1.294922,0.08398438,-0.09423828,-0.199707
92.9375,-267.75,-49.125,-0.7485352,-0.06201172,1.302734,0.08398438,-0.09423828,-0.199707
91.875,-262.25,-49.375,-0.7446289,-0.06201172,1.364746,0.07666016,-0.08398438,-0.2133789
90.875,-255.9375,-50.0625,-0.7094727,-0.03857422,1.45459,0.07666016,-0.08398438,-0.2133789
90.625,-249.6875,-50.5625,-0.7211914,-0.03857422,1.587402,0.07666016,-0.08398438,-0.2133789
92.125,-244.625,-50.5,-0.7290039,-0.01123047,1.634277,0.07666016,-0.08398438,-0.2133789
94.1875,-241.375,-50.1875,-0.7524414,0.007324219,1.829102,0.07666016,-0.08398438,-0.2133789
96.3125,-240.3125,-49.1875,-0.8188477,0.1010742,1.973633,0.07666016,-0.08398438,-0.2133789
100,-240.9375,-47.75,-0.8422852,0.1088867,2.027832,0.07666016,-0.08398438,-0.2133789
103,-244.25,-44.875,-0.9360352,0.2104492,2.125488,0.06054688,-0.08398438,-0.1982422
105.4375,-250.1875,-40.9375,-1.001953,0.300293,2.172363,0.06054688,-0.08398438,-0.1982422
106.625,-257.5625,-35.25,-1.064453,0.3427734,2.168457,0.06054688,-0.08398438,-0.1982422
108.4375,-264.3125,-29.3125,-1.091797,0.3896484,2.156738,0.06152344,-0.07714844,-0.1870117
109.5625,-268.875,-23.75,-1.126953,0.4482422,2.133301,0.06152344,-0.07714844,-0.1870117
111,-270.1875,-17.125,-1.150391,0.4912109,2.105957,0.06152344,-0.07714844,-0.1870117
111.75,-271.25,-9.125,-1.224609,0.5732422,2.129395,0.06152344,-0.07714844,-0.1870117
112.5,-272.9375,-1.25,-1.275391,0.5927734,2.164551,0.06152344,-0.07714844,-0.1870117
113.375,-274.25,8.0625,-1.349121,0.6044922,2.172363,0.06152344,-0.07714844,-0.1870117
114.625,-273.5625,17.8125,-1.42334,0.5966797,2.168457,0.06152344,-0.07714844,-0.1870117
116.5,-275.0625,28.1875,-1.478027,0.5654297,2.125488,0.05126953,-0.06640625,-0.1855469
117.1875,-274.4375,37.5,-1.520996,0.5380859,2.109863,0.05126953,-0.06640625,-0.1855469
116.75,-274,47.625,-1.571777,0.4951172,2.012207,0.05126953,-0.06640625,-0.1855469
116.4375,-273.8125,55.4375,-1.575684,0.4169922,1.907227,0.04296875,-0.05810547,-0.1938477
116.25,-273.625,64.1875,-1.64209,0.4248047,1.80957,0.04296875,-0.05810547,-0.1938477
116.25,-270.875,71.875,-1.64209,0.3583984,1.668945,0.04296875,-0.05810547,-0.1938477
114.625,-265.125,80.5625,-1.622559,0.3081055,1.532715,0.04443359,-0.05712891,-0.1938477
114.1875,-257.5625,88.6875,-1.661621,0.2651367,1.497559,0.04443359,-0.05712891,-0.1938477
112.1875,-247.5,96.8125,-1.672852,0.222168,1.39209,0.04443359,-0.05712891,-0.1938477
110.5625,-235.625,104.375,-1.680664,0.1713867,1.279297,0.04443359,-0.05712891,-0.1938477
108.125,-223.125,111.875,-1.731445,0.128418,1.228516,0.03027344,-0.05957031,-0.199707
105.9375,-212.0625,118.5,-1.774414,0.06982422,1.181641,0.03027344,-0.05957031,-0.199707
102.9375,-200.5625,125.5,-1.797852,0,1.115234,0.03027344,-0.05957031,-0.199707
98.25,-192.0625,131.625,-1.891602,-0.04248047,1.072266,0.01855469,-0.05615234,-0.2011719
91.5625,-183,137.25,-1.954102,-0.1791992,0.9711914,0.01855469,-0.05615234,-0.2011719
84.25,-174.4375,140.5625,-1.99707,-0.2729492,0.8852539,0.01855469,-0.05615234,-0.2011719
79.5625,-164.1875,142,-2.074707,-0.4091797,0.8852539,0.01171875,-0.06640625,-0.2094727
72.5,-153.25,141,-2.215332,-0.5771484,0.7680664,0.01171875,-0.06640625,-0.2094727
64.1875,-144,136.875,-2.289551,-0.7446289,0.6743164,0.01171875,-0.06640625,-0.2094727
56.25,-134.3125,131.1875,-2.4375,-0.8071289,0.6474609,0.01171875,-0.06640625,-0.2094727
49.75,-125.5,123,-2.550781,-0.9633789,0.5107422,-0.004394531,-0.06054688,-0.2133789
42.5,-116.0625,112.625,-2.640625,-1.056641,0.4326172,-0.004394531,-0.06054688,-0.2133789
33.9375,-106.8125,99.1875,-2.737793,-1.201172,0.253418,-0.004394531,-0.06054688,-0.2133789
28.5625,-94.3125,83,-2.769043,-1.314453,0.05029297,-0.01220703,-0.06396484,-0.2207031
23.375,-81.8125,64.8125,-2.741699,-1.384277,-0.05419922,-0.01220703,-0.06396484,-0.2207031
23.3125,-67.125,46.5625,-2.718262,-1.505371,-0.2104492,-0.01220703,-0.06396484,-0.2207031
26.1875,-46.6875,27.875,-2.609375,-1.567871,-0.3701172,-0.01708984,-0.06542969,-0.2329102
31.125,-25.6875,10.5,-2.511719,-1.583496,-0.4091797,-0.01708984,-0.06542969,-0.2329102
39.1875,-2.1875,-4.6875,-2.375,-1.493652,-0.4287109,-0.01708984,-0.06542969,-0.2329102
46.9375,21.5,-15.6875,-2.227051,-1.345215,-0.3740234,-0.01708984,-0.06542969,-0.2329102
52.5625,46.5625,-24.75,-2.172363,-1.244141,-0.3120117,-0.01708984,-0.06542969,-0.2329102
54.0625,67.4375,-32.5625,-2.059082,-1.001953,-0.1362305,-0.01708984,-0.06542969,-0.2329102
53.4375,84.625,-37.375,-1.96582,-0.7563477,0.08544922,-0.01708984,-0.06542969,-0.2329102
48.375,97.0625,-40.6875,-1.926758,-0.6162109,0.1831055,-0.006347656,-0.07128906,-0.2231445
40.125,105.4375,-41.9375,-1.817383,-0.3974609,0.4287109,-0.006347656,-0.07128906,-0.2231445
31.0625,111,-41.0625,-1.786133,-0.206543,0.6513672,-0.006347656,-0.07128906,-0.2231445
22.625,114.25,-40.625,-1.657715,-0.1166992,0.7602539,0.0009765625,-0.06542969,-0.2275391
11.375,117.875,-38.6875,-1.540527,0.03466797,0.9672852,0.0009765625,-0.06542969,-0.2275391
25.0625,143.5625,-37.4375,-1.103516,0.1010742,0.4638672,0.0009765625,-0.06542969,-0.2275391
-10.4375,177.0625,-20.125,0.2299805,0.5185547,-1.224609,0.0009765625,-0.06542969,-0.2275391
-97.625,252.6875,-19.8125,1.107422,0.3349609,0.8774414,0.0009765625,-0.06542969,-0.2275391
-36.375,220.5,-28,-0.5068359,0.7055664,1.821289,0.0009765625,-0.06542969,-0.2275391
-66.125,119.5625,-30.6875,-0.1323242,0.4521484,2.464844,0.0009765625,-0.06542969,-0.2275391
-61.3125,143.3125,-34.8125,-0.2612305,0.4833984,1.770508,0.03271484,-0.05615234,-0.2119141
-54.4375,128.875,-37.3125,0.1831055,0.5615234,0.9829102,0.03271484,-0.05615234,-0.2119141
-37,150.375,-38.25,1.294922,0.5576172,0.5615234,0.03271484,-0.05615234,-0.2119141
-27.5,208,-44.875,1.201172,0.4287109,0.04638672,0.03857422,-0.04785156,-0.2260742
-16.1875,283.375,-45.8125,1.044922,0.5888672,-1.021484,0.03857422,-0.04785156,-0.2260742
-44.25,375.5625,-55.25,1.326172,0.6899414,-1.283203,0.03857422,-0.04785156,-0.2260742
-54.25,432.4375,-60.875,0.1323242,0.3935547,-0.2612305,0.06738281,-0.0546875,-0.2207031
-79.3125,480.25,-53,-0.2416992,0.4638672,1.825195,0.06738281,-0.0546875,-0.2207031
-93.4375,488,-33.25,-1.36084,0.5185547,2.97998,0.06738281,-0.0546875,-0.2207031
-102.5625,423.0625,-6.25,-2.582031,0.6435547,4.812988,0.06738281,-0.0546875,-0.2207031
-115.125,295.5625,10.5625,-2.956543,0.3276367,5.433105,0.08496094,-0.03515625,-0.2050781
-107.375,128.125,17.8125,-2.617188,0.03076172,5.226563,0.08496094,-0.03515625,-0.2050781
-86.6875,-9.5625,12.6875,-1.532715,-0.8891602,4.415039,0.08496094,-0.03515625,-0.2050781
-48,-89.375,0.8125,-0.9282227,-1.232422,3.077148,0.08740234,-0.03613281,-0.2192383
-9.625,-121.125,-7.875,-0.1088867,-1.166016,2.180176,0.08740234,-0.03613281,-0.2192383
16.4375,-123.6875,-8.8125,0.4169922,-0.7446289,0.5146484,0.08740234,-0.03613281,-0.2192383
21.25,-88.3125,-5.125,0.6704102,-0.5224609,-0.06201172,0.0859375,-0.03027344,-0.2246094
14.0625,-22.5,-2,1.037109,-0.1245117,-0.5302734,0.0859375,-0.03027344,-0.2246094
13.0625,50.25,-3.5,0.9243164,0.222168,-0.1791992,0.0859375,-0.03027344,-0.2246094
6.625,112.4375,-3.6875,0.7211914,0.4599609,0.3935547,0.0859375,-0.03027344,-0.2246094
-19.5625,142.625,-0.5,-0.07373047,0.8305664,0.6899414,0.09179688,-0.02832031,-0.2080078
-40.125,127.25,1.25,-0.6083984,0.9086914,1.481934,0.09179688,-0.02832031,-0.2080078
-51.75,96.1875,3.875,-0.6435547,0.8696289,1.758789,0.09179688,-0.02832031,-0.2080078
-60.375,57.6875,5.1875,-0.6591797,0.6977539,2.004395,0.09667969,-0.02685547,-0.2133789
-60.875,22.5625,5.375,-0.4599609,0.3198242,1.915039,0.09667969,-0.02685547,-0.2133789
-58.1875,4.875,6.8125,-0.2299805,0.1206055,1.719727,0.09667969,-0.02685547,-0.2133789
-58.8125,5.375,7.5,0.01513672,-0.2338867,1.322266,0.09326172,-0.01904297,-0.2192383
-49.8125,9.8125,7.4375,0.07763672,-0.3740234,1.181641,0.09326172,-0.01904297,-0.2192383
-45,16.75,7.9375,0.1245117,-0.2807617,1.138672,0.09326172,-0.01904297,-0.2192383
-39.75,23.375,6.4375,0.1245117,-0.04248047,1.240234,0.09326172,-0.01904297,-0.2192383
-33.5625,27.8125,5,-0.03076172,0.1948242,1.310547,0.09326172,-0.01904297,-0.2192383
-28.8125,27,3.875,-0.09716797,0.284668,1.349121,0.09326172,-0.01904297,-0.2192383
-26.9375,19.9375,2.4375,-0.1635742,0.331543,1.333496,0.09326172,-0.01904297,-0.2192383
-28.1875,10.6875,2.625,-0.1401367,0.253418,1.228516,0.1010742,-0.02099609,-0.2192383
-31,3.875,3.375,-0.08544922,0.1401367,1.189453,0.1010742,-0.02099609,-0.2192383
-27,-0.125,2,-0.02685547,-0.007324219,1.146484,0.1010742,-0.02099609,-0.2192383
-21.5,-0.0625,2.25,0.01123047,-0.01513672,1.091797,0.09521484,-0.02099609,-0.2207031
-20.5625,2.9375,2.625,0.02294922,0,1.099609,0.09521484,-0.02099609,-0.2207031
-15.5,2.8125,2,0,0.04638672,1.126953,0.09521484,-0.02099609,-0.2207031
-12.8125,1.25,1.5,-0.01513672,0.1049805,1.115234,0.09521484,-0.02099609,-0.2207031
-10.75,0.9375,0.4375,-0.02685547,0.1088867,1.072266,0.09521484,-0.02099609,-0.2207031
-8.875,0.4375,0.0625,0,0.09716797,1.048828,0.09521484,-0.02099609,-0.2207031
-7,2.0625,-0.5,-0.003417969,0.06201172,1.025391,0.09521484,-0.02099609,-0.2207031
-5.625,2.0625,-0.25,-0.01513672,0.05419922,1.048828,0.09667969,-0.01904297,-0.2163086
-2.9375,2.25,-0.75,0.007324219,0.06201172,1.052734,0.09667969,-0.01904297,-0.2163086
-0.5,4.125,-1.25,0.03076172,0.05029297,1.087891,0.09667969,-0.01904297,-0.2163086
3.75,5.25,-2.4375,0.003417969,0.03466797,1.123047,0.1000977,-0.008300781,-0.2246094
8.5625,5.3125,-2.875,-0.003417969,0.03857422,1.115234,0.1000977,-0.008300781,-0.2246094
12.0625,5.3125,-3.5,-0.01513672,0.05810547,1.072266,0.1000977,-0.008300781,-0.2246094
13.5,5.125,-3.8125,-0.007324219,0.06982422,1.037109,0.1025391,-0.01416016,-0.2192383
14,5.25,-3,-0.003417969,0.06982422,0.9790039,0.1025391,-0.01416016,-0.2192383
14.75,6.0625,-2.9375,0.01123047,0.09326172,0.9672852,0.1025391,-0.01416016,-0.2192383
13.5,6.5,-3.125,-0.01513672,0.09716797,0.9868164,0.1025391,-0.01416016,-0.2192383
13.4375,6.6875,-2.75,-0.01513672,0.1166992,1.001953,0.09912109,-0.02001953,-0.2192383
13.75,6.125,-2.8125,-0.007324219,0.07763672,0.9829102,0.09912109,-0.02001953,-0.2192383
14,5.25,-2.8125,0.007324219,0.1010742,0.9633789,0.09912109,-0.02001953,-0.2192383
13.6875,6.1875,-2.0625,0.003417969,0.09326172,0.9516602,0.09912109,-0.01513672,-0.2119141
12.625,6.5625,-1.8125,0.01513672,0.1088867,0.9516602,0.09912109,-0.01513672,-0.2119141
